YYYY-MM-DD hh:mm:ss	Bx(nT)	By(nT)
2003-10-30 03:26:00	-31.03	36.20
2003-10-30 03:27:00	-31.23	38.00
2003-10-30 03:28:00	-21.63	31.50
2003-10-30 03:29:00	-19.63	39.50
2003-10-30 03:30:00	-10.73	35.70
2003-10-30 03:31:00	-15.33	36.90
2003-10-30 03:32:00	-15.53	32.50
2003-10-30 03:33:00	-15.43	32.80
2003-10-30 03:34:00	-20.63	36.40
2003-10-30 03:35:00	-23.63	40.70
2003-10-30 03:36:00	-17.83	38.00
2003-10-30 03:37:00	-18.63	45.80
2003-10-30 03:38:00	-14.83	45.40
2003-10-30 03:39:00	-11.63	51.50
2003-10-30 03:40:00	-2.83	48.20
2003-10-30 03:41:00	-6.93	47.50
2003-10-30 03:42:00	-10.53	50.10
2003-10-30 03:43:00	-5.13	46.00
2003-10-30 03:44:00	3.47	41.20
2003-10-30 03:45:00	1.67	43.00
2003-10-30 03:46:00	9.87	40.30
2003-10-30 03:47:00	6.07	42.40
2003-10-30 03:48:00	19.27	40.40
2003-10-30 03:49:00	21.77	28.30
2003-10-30 03:50:00	4.17	31.80
2003-10-30 03:51:00	3.17	30.70
2003-10-30 03:52:00	2.97	29.80
2003-10-30 03:53:00	4.47	26.50
2003-10-30 03:54:00	-2.23	25.10
2003-10-30 03:55:00	2.07	24.20
2003-10-30 03:56:00	7.97	24.00
2003-10-30 03:57:00	8.57	26.20
2003-10-30 03:58:00	8.77	27.00
2003-10-30 03:59:00	12.07	26.20
2003-10-30 04:00:00	13.97	22.70
2003-10-30 04:01:00	14.17	25.20
2003-10-30 04:02:00	16.07	29.40
2003-10-30 04:03:00	14.17	30.50
2003-10-30 04:04:00	15.57	28.10
2003-10-30 04:05:00	13.07	31.00
2003-10-30 04:06:00	14.87	31.90
2003-10-30 04:07:00	13.17	30.50
2003-10-30 04:08:00	12.27	32.60
2003-10-30 04:09:00	12.87	35.00
2003-10-30 04:10:00	14.07	36.80
2003-10-30 04:11:00	19.57	36.00
2003-10-30 04:12:00	23.07	36.90
2003-10-30 04:13:00	21.87	34.40
2003-10-30 04:14:00	22.57	29.80
2003-10-30 04:15:00	23.27	25.80
2003-10-30 04:16:00	23.37	25.90
2003-10-30 04:17:00	21.67	24.60
2003-10-30 04:18:00	19.27	24.20
2003-10-30 04:19:00	17.07	29.30
2003-10-30 04:20:00	13.37	35.00
2003-10-30 04:21:00	19.17	33.00
2003-10-30 04:22:00	23.47	25.90
2003-10-30 04:23:00	25.27	21.30
2003-10-30 04:24:00	25.67	22.50
2003-10-30 04:25:00	25.27	27.00
2003-10-30 04:26:00	24.97	28.40
2003-10-30 04:27:00	21.87	25.30
2003-10-30 04:28:00	20.47	23.60
2003-10-30 04:29:00	21.17	21.80
2003-10-30 04:30:00	19.97	21.50
2003-10-30 04:31:00	17.17	20.20
2003-10-30 04:32:00	11.47	20.50
2003-10-30 04:33:00	7.57	24.30
2003-10-30 04:34:00	9.97	28.80
2003-10-30 04:35:00	11.27	26.00
2003-10-30 04:36:00	9.57	21.40
2003-10-30 04:37:00	2.67	17.10
2003-10-30 04:38:00	-1.43	19.90
2003-10-30 04:39:00	0.67	23.50
2003-10-30 04:40:00	4.07	23.00
2003-10-30 04:41:00	7.37	19.40
2003-10-30 04:42:00	10.27	17.60
2003-10-30 04:43:00	8.57	17.00
2003-10-30 04:44:00	9.57	19.90
2003-10-30 04:45:00	12.77	21.60
2003-10-30 04:46:00	18.87	18.00
2003-10-30 04:47:00	14.97	14.30
2003-10-30 04:48:00	13.57	12.20
2003-10-30 04:49:00	15.07	10.00
2003-10-30 04:50:00	20.97	6.40
2003-10-30 04:51:00	29.47	4.10
2003-10-30 04:52:00	28.37	-0.00
2003-10-30 04:53:00	26.27	-2.60
2003-10-30 04:54:00	17.47	-3.00
2003-10-30 04:55:00	20.47	-0.00
2003-10-30 04:56:00	23.67	-0.30
2003-10-30 04:57:00	22.17	-5.20
2003-10-30 04:58:00	23.07	-8.10
2003-10-30 04:59:00	19.77	-7.60
2003-10-30 05:00:00	18.97	-6.20
2003-10-30 05:01:00	18.27	-3.70
2003-10-30 05:02:00	14.77	-0.40
2003-10-30 05:03:00	9.57	3.90
2003-10-30 05:04:00	16.87	7.30
2003-10-30 05:05:00	16.47	6.90
2003-10-30 05:06:00	13.97	5.70
2003-10-30 05:07:00	16.27	5.40
2003-10-30 05:08:00	14.67	5.20
2003-10-30 05:09:00	15.37	5.00
2003-10-30 05:10:00	13.27	6.70
2003-10-30 05:11:00	9.27	10.50
2003-10-30 05:12:00	20.47	11.00
2003-10-30 05:13:00	28.07	12.20
2003-10-30 05:14:00	29.37	9.50
2003-10-30 05:15:00	26.57	5.40
2003-10-30 05:16:00	23.97	3.70
2003-10-30 05:17:00	23.27	3.10
2003-10-30 05:18:00	28.67	1.20
2003-10-30 05:19:00	29.17	-0.60
2003-10-30 05:20:00	26.17	-2.40
2003-10-30 05:21:00	30.97	-4.20
2003-10-30 05:22:00	29.87	-4.50
2003-10-30 05:23:00	30.97	-4.10
2003-10-30 05:24:00	17.47	-4.70
2003-10-30 05:25:00	9.07	-2.10
2003-10-30 05:26:00	20.67	6.50
2003-10-30 05:27:00	31.17	8.20
2003-10-30 05:28:00	30.77	3.70
2003-10-30 05:29:00	28.37	2.80
2003-10-30 05:30:00	25.97	5.70
2003-10-30 05:31:00	30.87	6.10
2003-10-30 05:32:00	38.57	0.60
2003-10-30 05:33:00	37.77	-3.10
2003-10-30 05:34:00	32.47	-4.30
2003-10-30 05:35:00	26.97	-3.30
2003-10-30 05:36:00	31.07	2.90
2003-10-30 05:37:00	40.57	2.90
2003-10-30 05:38:00	47.37	-4.70
2003-10-30 05:39:00	44.17	-10.30
2003-10-30 05:40:00	36.97	-9.00
2003-10-30 05:41:00	34.97	-4.80
2003-10-30 05:42:00	24.57	-6.10
2003-10-30 05:43:00	23.17	-0.80
2003-10-30 05:44:00	26.57	3.70
2003-10-30 05:45:00	26.07	3.70
2003-10-30 05:46:00	26.97	3.70
2003-10-30 05:47:00	33.47	6.50
2003-10-30 05:48:00	33.47	8.70
2003-10-30 05:49:00	38.37	6.50
2003-10-30 05:50:00	40.07	-0.70
2003-10-30 05:51:00	37.67	-3.60
2003-10-30 05:52:00	35.67	-1.90
2003-10-30 05:53:00	34.57	2.10
2003-10-30 05:54:00	37.77	0.20
2003-10-30 05:55:00	38.77	-2.80
2003-10-30 05:56:00	36.67	-6.70
2003-10-30 05:57:00	35.77	-10.00
2003-10-30 05:58:00	34.47	-7.10
2003-10-30 05:59:00	33.97	-6.20
2003-10-30 06:00:00	34.67	-5.70
2003-10-30 06:01:00	35.67	-6.70
2003-10-30 06:02:00	32.97	-9.90
2003-10-30 06:03:00	29.07	-8.40
2003-10-30 06:04:00	31.97	-8.10
2003-10-30 06:05:00	31.27	-8.40
2003-10-30 06:06:00	29.27	-9.60
2003-10-30 06:07:00	23.77	-8.80
2003-10-30 06:08:00	24.07	-6.70
2003-10-30 06:09:00	20.27	-5.10
2003-10-30 06:10:00	21.17	-3.10
2003-10-30 06:11:00	17.27	-1.40
2003-10-30 06:12:00	20.37	4.30
2003-10-30 06:13:00	26.07	5.20
2003-10-30 06:14:00	24.37	0.30
2003-10-30 06:15:00	20.67	-0.30
2003-10-30 06:16:00	19.87	1.10
2003-10-30 06:17:00	25.67	1.90
2003-10-30 06:18:00	24.07	4.00
2003-10-30 06:19:00	25.07	4.40
2003-10-30 06:20:00	27.27	4.40
2003-10-30 06:21:00	32.27	6.30
2003-10-30 06:22:00	31.17	3.20
2003-10-30 06:23:00	35.37	2.40
2003-10-30 06:24:00	35.27	1.20
2003-10-30 06:25:00	32.77	1.60
2003-10-30 06:26:00	33.87	1.50
2003-10-30 06:27:00	33.27	5.50
2003-10-30 06:28:00	30.57	-0.80
2003-10-30 06:29:00	33.17	0.90
2003-10-30 06:30:00	31.47	1.70
2003-10-30 06:31:00	32.07	1.00
2003-10-30 06:32:00	35.27	1.80
2003-10-30 06:33:00	41.67	4.50
2003-10-30 06:34:00	39.87	-0.60
2003-10-30 06:35:00	39.67	-6.20
2003-10-30 06:36:00	41.07	-3.70
2003-10-30 06:37:00	38.17	-3.10
2003-10-30 06:38:00	39.67	-2.90
2003-10-30 06:39:00	44.77	-2.40
2003-10-30 06:40:00	41.87	-4.20
2003-10-30 06:41:00	41.97	-1.20
2003-10-30 06:42:00	43.57	-0.40
2003-10-30 06:43:00	44.87	-3.60
2003-10-30 06:44:00	44.77	-7.20
2003-10-30 06:45:00	45.77	-5.90
2003-10-30 06:46:00	47.57	-10.10
2003-10-30 06:47:00	41.07	-5.30
2003-10-30 06:48:00	43.47	-4.10
2003-10-30 06:49:00	43.17	-9.40
2003-10-30 06:50:00	35.47	-4.90
2003-10-30 06:51:00	43.67	-7.90
2003-10-30 06:52:00	38.87	-3.50
2003-10-30 06:53:00	40.97	0.30
2003-10-30 06:54:00	42.87	-2.30
2003-10-30 06:55:00	44.97	-2.60
2003-10-30 06:56:00	47.17	-3.60
2003-10-30 06:57:00	44.97	-4.50
2003-10-30 06:58:00	49.27	-1.40
2003-10-30 06:59:00	44.17	-3.50
2003-10-30 07:00:00	44.47	-1.90
2003-10-30 07:01:00	43.87	-0.30
2003-10-30 07:02:00	55.07	-5.50
2003-10-30 07:03:00	54.77	-7.70
2003-10-30 07:04:00	66.07	-8.20
2003-10-30 07:05:00	70.57	-16.20
2003-10-30 07:06:00	55.07	-17.30
2003-10-30 07:07:00	55.57	-17.70
2003-10-30 07:08:00	54.47	-15.40
2003-10-30 07:09:00	50.87	-12.60
2003-10-30 07:10:00	42.07	-0.70
2003-10-30 07:11:00	27.97	0.40
2003-10-30 07:12:00	38.77	-6.90
2003-10-30 07:13:00	44.17	-5.60
2003-10-30 07:14:00	40.37	-1.60
2003-10-30 07:15:00	46.27	-4.20
2003-10-30 07:16:00	45.97	-12.40
2003-10-30 07:17:00	32.07	-3.60
2003-10-30 07:18:00	32.47	2.00
2003-10-30 07:19:00	44.97	-3.60
2003-10-30 07:20:00	38.17	-5.90
2003-10-30 07:21:00	29.67	3.90
2003-10-30 07:22:00	21.17	10.20
2003-10-30 07:23:00	40.27	2.90
2003-10-30 07:24:00	42.97	-0.10
2003-10-30 07:25:00	46.37	-0.80
2003-10-30 07:26:00	53.17	-6.40
2003-10-30 07:27:00	58.47	-10.70
2003-10-30 07:28:00	46.17	-7.60
2003-10-30 07:29:00	42.97	-3.00
2003-10-30 07:30:00	51.77	-1.20
2003-10-30 07:31:00	54.87	-3.90
2003-10-30 07:32:00	42.97	-7.00
2003-10-30 07:33:00	45.17	-3.90
2003-10-30 07:34:00	43.47	-6.70
2003-10-30 07:35:00	50.77	-4.30
2003-10-30 07:36:00	39.87	3.90
2003-10-30 07:37:00	50.97	3.40
2003-10-30 07:38:00	49.37	-8.50
2003-10-30 07:39:00	50.97	-14.00
2003-10-30 07:40:00	43.07	-2.20
2003-10-30 07:41:00	44.87	3.50
2003-10-30 07:42:00	48.97	-3.90
2003-10-30 07:43:00	50.97	-1.50
2003-10-30 07:44:00	53.97	-5.00
2003-10-30 07:45:00	54.27	-7.50
2003-10-30 07:46:00	60.97	-3.90
2003-10-30 07:47:00	49.67	1.50
2003-10-30 07:48:00	61.37	-0.20
2003-10-30 07:49:00	54.87	-4.50
2003-10-30 07:50:00	58.07	-9.80
2003-10-30 07:51:00	56.77	-8.90
2003-10-30 07:52:00	61.77	-6.70
2003-10-30 07:53:00	58.17	-6.60
2003-10-30 07:54:00	57.27	-9.20
2003-10-30 07:55:00	57.77	-10.90
2003-10-30 07:56:00	63.07	-8.00
2003-10-30 07:57:00	57.57	-4.90
2003-10-30 07:58:00	55.57	-8.30
2003-10-30 07:59:00	50.67	3.10
2003-10-30 08:00:00	49.67	2.10
2003-10-30 08:01:00	56.57	3.30
2003-10-30 08:02:00	44.07	9.10
2003-10-30 08:03:00	37.17	0.20
2003-10-30 08:04:00	48.27	-15.40
2003-10-30 08:05:00	77.97	-29.20
2003-10-30 08:06:00	78.47	-13.30
2003-10-30 08:07:00	72.17	-1.50
2003-10-30 08:08:00	72.27	-15.70
2003-10-30 08:09:00	69.57	-23.10
2003-10-30 08:10:00	81.97	-36.90
2003-10-30 08:11:00	66.37	-16.10
2003-10-30 08:12:00	43.97	7.00
2003-10-30 08:13:00	47.07	-1.80
2003-10-30 08:14:00	57.47	-18.00
2003-10-30 08:15:00	67.27	-33.60
2003-10-30 08:16:00	51.97	-12.30
2003-10-30 08:17:00	41.97	0.80
2003-10-30 08:18:00	44.27	2.10
2003-10-30 08:19:00	56.57	-5.20
2003-10-30 08:20:00	59.07	-12.30
2003-10-30 08:21:00	44.67	-2.30
2003-10-30 08:22:00	39.77	4.60
2003-10-30 08:23:00	49.67	-3.90
2003-10-30 08:24:00	60.37	-15.40
2003-10-30 08:25:00	55.87	-15.50
2003-10-30 08:26:00	45.97	4.90
2003-10-30 08:27:00	49.37	10.40
2003-10-30 08:28:00	57.17	0.40
2003-10-30 08:29:00	61.17	-13.20
2003-10-30 08:30:00	53.87	-14.10
2003-10-30 08:31:00	44.07	3.40
2003-10-30 08:32:00	49.97	8.80
2003-10-30 08:33:00	65.47	-5.10
2003-10-30 08:34:00	67.57	-16.10
2003-10-30 08:35:00	60.67	-9.50
2003-10-30 08:36:00	57.27	-4.60
2003-10-30 08:37:00	60.17	-7.40
2003-10-30 08:38:00	58.57	-9.50
2003-10-30 08:39:00	51.07	-2.40
2003-10-30 08:40:00	49.47	1.80
2003-10-30 08:41:00	55.27	-3.60
2003-10-30 08:42:00	61.67	-10.10
2003-10-30 08:43:00	57.07	-4.00
2003-10-30 08:44:00	54.67	5.20
2003-10-30 08:45:00	59.97	-0.50
2003-10-30 08:46:00	59.77	-11.30
2003-10-30 08:47:00	60.47	-11.40
2003-10-30 08:48:00	64.17	-7.20
2003-10-30 08:49:00	58.97	-2.80
2003-10-30 08:50:00	63.57	-5.20
2003-10-30 08:51:00	64.67	-9.60
2003-10-30 08:52:00	65.37	-13.50
2003-10-30 08:53:00	57.47	-9.80
2003-10-30 08:54:00	58.67	-6.30
2003-10-30 08:55:00	61.77	-5.70
2003-10-30 08:56:00	65.67	-6.10
2003-10-30 08:57:00	62.27	-1.90
2003-10-30 08:58:00	53.77	-3.40
2003-10-30 08:59:00	56.37	-0.20
2003-10-30 09:00:00	51.77	-4.20
2003-10-30 09:01:00	57.57	-1.70
2003-10-30 09:02:00	65.97	3.60
2003-10-30 09:03:00	62.37	-2.50
2003-10-30 09:04:00	71.57	-8.90
2003-10-30 09:05:00	66.07	-8.70
2003-10-30 09:06:00	62.97	-8.20
2003-10-30 09:07:00	62.67	-7.40
2003-10-30 09:08:00	59.07	-4.90
2003-10-30 09:09:00	60.57	-2.90
2003-10-30 09:10:00	63.07	-5.50
2003-10-30 09:11:00	67.87	-7.50
2003-10-30 09:12:00	66.27	-7.00
2003-10-30 09:13:00	63.07	-5.70
2003-10-30 09:14:00	62.37	-4.10
2003-10-30 09:15:00	61.67	-2.80
2003-10-30 09:16:00	61.77	-2.00
2003-10-30 09:17:00	60.57	-4.40
2003-10-30 09:18:00	58.37	-5.70
2003-10-30 09:19:00	61.87	-4.00
2003-10-30 09:20:00	60.27	-5.30
2003-10-30 09:21:00	66.37	-6.50
2003-10-30 09:22:00	63.07	-6.80
2003-10-30 09:23:00	62.77	-8.20
2003-10-30 09:24:00	56.07	-7.60
2003-10-30 09:25:00	58.77	0.30
2003-10-30 09:26:00	68.07	-2.60
2003-10-30 09:27:00	60.67	-3.00
2003-10-30 09:28:00	60.47	-2.90
2003-10-30 09:29:00	58.27	-4.70
2003-10-30 09:30:00	54.57	-1.40
2003-10-30 09:31:00	58.87	-0.80
2003-10-30 09:32:00	63.67	-4.20
2003-10-30 09:33:00	62.27	-7.20
2003-10-30 09:34:00	65.77	-8.10
2003-10-30 09:35:00	71.57	-8.80
2003-10-30 09:36:00	79.67	-9.80
2003-10-30 09:37:00	70.17	-10.10
2003-10-30 09:38:00	58.27	-8.80
2003-10-30 09:39:00	55.27	-7.80
2003-10-30 09:40:00	58.77	-7.10
2003-10-30 09:41:00	54.47	-5.70
2003-10-30 09:42:00	58.07	-5.10
2003-10-30 09:43:00	59.17	-4.90
2003-10-30 09:44:00	56.07	-4.70
2003-10-30 09:45:00	47.47	-2.20
2003-10-30 09:46:00	43.27	2.80
2003-10-30 09:47:00	51.97	4.90
2003-10-30 09:48:00	54.87	2.70
2003-10-30 09:49:00	59.07	-2.90
2003-10-30 09:50:00	61.47	-7.50
2003-10-30 09:51:00	63.77	-6.40
2003-10-30 09:52:00	58.77	-4.30
2003-10-30 09:53:00	59.97	-5.20
2003-10-30 09:54:00	53.87	-4.40
2003-10-30 09:55:00	50.47	-3.20
2003-10-30 09:56:00	54.37	-2.40
2003-10-30 09:57:00	53.37	0.20
2003-10-30 09:58:00	49.37	2.80
2003-10-30 09:59:00	50.57	1.60
2003-10-30 10:00:00	50.37	0.90
2003-10-30 10:01:00	50.67	0.60
2003-10-30 10:02:00	50.07	1.90
2003-10-30 10:03:00	52.07	1.00
2003-10-30 10:04:00	54.97	-0.60
2003-10-30 10:05:00	55.17	-1.20
2003-10-30 10:06:00	53.57	-1.90
2003-10-30 10:07:00	54.87	-5.20
2003-10-30 10:08:00	58.37	-7.10
2003-10-30 10:09:00	57.27	-7.30
2003-10-30 10:10:00	56.27	-6.50
2003-10-30 10:11:00	53.77	-5.40
2003-10-30 10:12:00	49.47	-5.00
2003-10-30 10:13:00	55.77	-5.70
2003-10-30 10:14:00	55.97	-5.80
2003-10-30 10:15:00	54.07	-4.00
2003-10-30 10:16:00	53.77	-3.00
2003-10-30 10:17:00	54.97	-4.50
2003-10-30 10:18:00	50.97	-4.00
2003-10-30 10:19:00	43.87	-2.60
2003-10-30 10:20:00	51.37	-4.40
2003-10-30 10:21:00	55.37	-6.70
2003-10-30 10:22:00	49.87	-5.60
2003-10-30 10:23:00	57.57	-6.10
2003-10-30 10:24:00	52.97	-3.80
2003-10-30 10:25:00	54.77	-4.30
2003-10-30 10:26:00	48.47	-4.90
2003-10-30 10:27:00	51.77	-4.30
2003-10-30 10:28:00	41.17	-0.70
2003-10-30 10:29:00	43.37	-2.00
2003-10-30 10:30:00	44.97	-6.90
2003-10-30 10:31:00	31.37	-0.60
2003-10-30 10:32:00	14.27	12.20
2003-10-30 10:33:00	29.97	10.80
2003-10-30 10:34:00	45.47	7.60
2003-10-30 10:35:00	30.87	13.70
2003-10-30 10:36:00	32.27	14.20
2003-10-30 10:37:00	45.47	1.90
2003-10-30 10:38:00	65.77	-10.70
2003-10-30 10:39:00	91.87	-20.40
2003-10-30 10:40:00	87.27	-19.00
2003-10-30 10:41:00	69.17	-13.90
2003-10-30 10:42:00	73.17	-11.60
2003-10-30 10:43:00	46.77	-6.50
2003-10-30 10:44:00	65.47	-10.10
2003-10-30 10:45:00	58.67	-5.00
2003-10-30 10:46:00	44.37	0.90
2003-10-30 10:47:00	43.07	-2.80
2003-10-30 10:48:00	71.67	-12.20
2003-10-30 10:49:00	68.77	-13.50
2003-10-30 10:50:00	60.77	-16.90
2003-10-30 10:51:00	83.67	-14.80
2003-10-30 10:52:00	35.67	-7.10
2003-10-30 10:53:00	78.97	-11.50
2003-10-30 10:54:00	49.27	-4.90
2003-10-30 10:55:00	51.67	-10.90
2003-10-30 10:56:00	52.77	-14.10
2003-10-30 10:57:00	66.27	-13.40
2003-10-30 10:58:00	65.17	-8.80
2003-10-30 10:59:00	36.27	-2.10
2003-10-30 11:00:00	40.87	-6.40
2003-10-30 11:01:00	41.97	-5.40
2003-10-30 11:02:00	43.07	-3.00
2003-10-30 11:03:00	46.47	-4.80
2003-10-30 11:04:00	43.57	-6.20
2003-10-30 11:05:00	47.07	-8.00
2003-10-30 11:06:00	48.97	-3.10
2003-10-30 11:07:00	44.67	-4.60
2003-10-30 11:08:00	48.47	-10.30
2003-10-30 11:09:00	59.17	-9.80
2003-10-30 11:10:00	57.27	-8.40
2003-10-30 11:11:00	49.27	-6.30
2003-10-30 11:12:00	42.97	-5.20
2003-10-30 11:13:00	43.57	-5.70
2003-10-30 11:14:00	50.37	-5.30
2003-10-30 11:15:00	64.17	-9.80
2003-10-30 11:16:00	47.47	-14.00
2003-10-30 11:17:00	56.57	-13.00
2003-10-30 11:18:00	53.87	-8.10
2003-10-30 11:19:00	65.07	-12.20
2003-10-30 11:20:00	59.77	-17.10
2003-10-30 11:21:00	65.07	-19.70
2003-10-30 11:22:00	61.67	-14.70
2003-10-30 11:23:00	65.07	-12.30
2003-10-30 11:24:00	60.67	-11.90
2003-10-30 11:25:00	62.87	-19.00
2003-10-30 11:26:00	59.77	-21.90
2003-10-30 11:27:00	46.17	-13.00
2003-10-30 11:28:00	46.47	-9.30
2003-10-30 11:29:00	68.27	-15.00
2003-10-30 11:30:00	55.07	-12.20
2003-10-30 11:31:00	50.07	-7.80
2003-10-30 11:32:00	52.97	-11.70
2003-10-30 11:33:00	43.77	-8.30
2003-10-30 11:34:00	54.47	-9.60
2003-10-30 11:35:00	42.67	-5.60
2003-10-30 11:36:00	65.97	-16.00
2003-10-30 11:37:00	70.47	-20.20
2003-10-30 11:38:00	69.67	-17.80
2003-10-30 11:39:00	56.87	-18.60
2003-10-30 11:40:00	64.97	-18.20
2003-10-30 11:41:00	62.27	-13.70
2003-10-30 11:42:00	63.97	-18.80
2003-10-30 11:43:00	73.27	-23.80
2003-10-30 11:44:00	45.67	-17.30
2003-10-30 11:45:00	73.37	-19.10
2003-10-30 11:46:00	70.47	-15.90
2003-10-30 11:47:00	82.57	-18.40
2003-10-30 11:48:00	79.37	-23.40
2003-10-30 11:49:00	59.47	-20.40
2003-10-30 11:50:00	67.77	-33.40
2003-10-30 11:51:00	67.67	-30.10
2003-10-30 11:52:00	79.27	-25.70
2003-10-30 11:53:00	94.87	-26.20
2003-10-30 11:54:00	67.37	-21.40
2003-10-30 11:55:00	69.57	-24.20
2003-10-30 11:56:00	62.37	-24.40
2003-10-30 11:57:00	64.67	-23.40
2003-10-30 11:58:00	59.97	-20.40
2003-10-30 11:59:00	51.87	-16.40
2003-10-30 12:00:00	39.07	-18.30
2003-10-30 12:01:00	35.17	-15.90
2003-10-30 12:02:00	78.97	-26.90
2003-10-30 12:03:00	101.67	-31.90
2003-10-30 12:04:00	85.57	-26.50
2003-10-30 12:05:00	65.67	-23.40
2003-10-30 12:06:00	47.77	-22.10
2003-10-30 12:07:00	57.07	-28.80
2003-10-30 12:08:00	67.67	-29.50
2003-10-30 12:09:00	71.27	-33.20
2003-10-30 12:10:00	91.17	-39.30
2003-10-30 12:11:00	56.07	-29.50
2003-10-30 12:12:00	40.07	-18.30
2003-10-30 12:13:00	48.77	-16.40
2003-10-30 12:14:00	62.67	-21.90
2003-10-30 12:15:00	64.57	-22.40
2003-10-30 12:16:00	62.47	-24.50
2003-10-30 12:17:00	57.97	-26.30
2003-10-30 12:18:00	41.77	-23.80
2003-10-30 12:19:00	29.07	-18.60
2003-10-30 12:20:00	29.27	-16.00
2003-10-30 12:21:00	25.87	-12.90
2003-10-30 12:22:00	39.47	-17.10
2003-10-30 12:23:00	55.37	-25.60
2003-10-30 12:24:00	56.97	-26.10
2003-10-30 12:25:00	54.37	-25.30
2003-10-30 12:26:00	48.97	-23.20
2003-10-30 12:27:00	51.97	-22.50
2003-10-30 12:28:00	61.57	-25.10
2003-10-30 12:29:00	70.07	-30.70
2003-10-30 12:30:00	71.87	-33.90
2003-10-30 12:31:00	63.67	-33.50
2003-10-30 12:32:00	62.67	-32.80
2003-10-30 12:33:00	64.97	-34.90
2003-10-30 12:34:00	63.37	-31.80
2003-10-30 12:35:00	72.57	-34.80
2003-10-30 12:36:00	63.77	-29.90
2003-10-30 12:37:00	57.77	-24.80
2003-10-30 12:38:00	53.77	-27.40
2003-10-30 12:39:00	51.07	-26.30
2003-10-30 12:40:00	68.97	-31.30
2003-10-30 12:41:00	76.77	-34.10
2003-10-30 12:42:00	83.77	-35.70
2003-10-30 12:43:00	82.57	-36.70
2003-10-30 12:44:00	60.87	-27.00
2003-10-30 12:45:00	55.47	-22.80
2003-10-30 12:46:00	49.87	-17.00
2003-10-30 12:47:00	56.17	-20.70
2003-10-30 12:48:00	73.87	-31.60
2003-10-30 12:49:00	77.67	-35.40
2003-10-30 12:50:00	84.87	-40.50
2003-10-30 12:51:00	71.07	-35.00
2003-10-30 12:52:00	38.17	-15.80
2003-10-30 12:53:00	41.57	-12.60
2003-10-30 12:54:00	54.87	-21.50
2003-10-30 12:55:00	78.07	-37.90
2003-10-30 12:56:00	74.07	-35.40
2003-10-30 12:57:00	70.57	-31.90
2003-10-30 12:58:00	68.37	-25.60
2003-10-30 12:59:00	67.77	-28.20
2003-10-30 13:00:00	68.97	-31.30
2003-10-30 13:01:00	61.47	-26.70
2003-10-30 13:02:00	65.27	-25.10
2003-10-30 13:03:00	49.67	-26.40
2003-10-30 13:04:00	49.97	-29.40
2003-10-30 13:05:00	53.37	-28.80
2003-10-30 13:06:00	51.27	-26.80
2003-10-30 13:07:00	60.37	-30.50
2003-10-30 13:08:00	66.77	-26.40
2003-10-30 13:09:00	45.07	-14.20
2003-10-30 13:10:00	50.47	-14.00
2003-10-30 13:11:00	55.67	-11.20
2003-10-30 13:12:00	56.67	-6.30
2003-10-30 13:13:00	69.47	-7.20
2003-10-30 13:14:00	64.37	-10.90
2003-10-30 13:15:00	86.57	-19.90
2003-10-30 13:16:00	90.77	-24.80
2003-10-30 13:17:00	99.57	-28.40
2003-10-30 13:18:00	113.57	-34.50
2003-10-30 13:19:00	114.07	-34.10
2003-10-30 13:20:00	97.47	-25.20
2003-10-30 13:21:00	77.47	-12.30
2003-10-30 13:22:00	79.77	-15.10
2003-10-30 13:23:00	98.47	-23.40
2003-10-30 13:24:00	109.57	-29.50
2003-10-30 13:25:00	101.47	-28.60
2003-10-30 13:26:00	110.87	-38.30
2003-10-30 13:27:00	129.57	-38.50
2003-10-30 13:28:00	115.57	-29.60
2003-10-30 13:29:00	116.17	-29.90
2003-10-30 13:30:00	117.17	-30.70
2003-10-30 13:31:00	116.77	-31.20
2003-10-30 13:32:00	117.27	-34.90
2003-10-30 13:33:00	118.87	-37.60
2003-10-30 13:34:00	120.07	-35.50
2003-10-30 13:35:00	119.67	-35.50
2003-10-30 13:36:00	117.77	-33.30
2003-10-30 13:37:00	118.67	-33.60
2003-10-30 13:38:00	107.57	-31.20
2003-10-30 13:39:00	101.97	-30.10
2003-10-30 13:40:00	101.97	-24.90
2003-10-30 13:41:00	92.27	-25.80
2003-10-30 13:42:00	102.17	-31.80
2003-10-30 13:43:00	94.27	-28.20
2003-10-30 13:44:00	80.87	-22.30
2003-10-30 13:45:00	87.37	-24.70
2003-10-30 13:46:00	79.07	-24.70
2003-10-30 13:47:00	78.97	-22.20
2003-10-30 13:48:00	78.87	-18.80
2003-10-30 13:49:00	84.87	-20.60
2003-10-30 13:50:00	90.37	-24.60
2003-10-30 13:51:00	100.17	-31.40
2003-10-30 13:52:00	110.37	-32.10
2003-10-30 13:53:00	109.57	-26.80
2003-10-30 13:54:00	99.77	-26.60
2003-10-30 13:55:00	92.67	-25.00
2003-10-30 13:56:00	86.07	-23.70
2003-10-30 13:57:00	82.97	-28.20
2003-10-30 13:58:00	84.27	-27.60
2003-10-30 13:59:00	81.17	-21.30
2003-10-30 14:00:00	81.77	-20.10
2003-10-30 14:01:00	77.37	-19.10
2003-10-30 14:02:00	80.47	-25.40
2003-10-30 14:03:00	79.67	-21.80
2003-10-30 14:04:00	84.27	-23.10
2003-10-30 14:05:00	79.57	-25.50
2003-10-30 14:06:00	88.77	-29.10
2003-10-30 14:07:00	77.27	-27.20
