YYYY-MM-DD hh:mm:ss	Bx(nT)	By(nT)
2003-10-30 14:08:00	74.37	-27.60
2003-10-30 14:09:00	64.27	-23.10
2003-10-30 14:10:00	50.87	-20.80
2003-10-30 14:11:00	84.57	-32.90
2003-10-30 14:12:00	103.87	-35.60
2003-10-30 14:13:00	92.77	-29.50
2003-10-30 14:14:00	78.37	-23.20
2003-10-30 14:15:00	65.27	-15.80
2003-10-30 14:16:00	66.67	-12.40
2003-10-30 14:17:00	58.97	-15.00
2003-10-30 14:18:00	58.37	-18.60
2003-10-30 14:19:00	100.67	-31.20
2003-10-30 14:20:00	103.27	-36.30
2003-10-30 14:21:00	107.97	-38.40
2003-10-30 14:22:00	78.67	-28.80
2003-10-30 14:23:00	73.17	-28.70
2003-10-30 14:24:00	86.37	-36.10
2003-10-30 14:25:00	75.07	-33.90
2003-10-30 14:26:00	84.17	-37.70
2003-10-30 14:27:00	82.77	-39.30
2003-10-30 14:28:00	81.97	-36.60
2003-10-30 14:29:00	77.07	-39.10
2003-10-30 14:30:00	66.37	-33.40
2003-10-30 14:31:00	59.37	-26.50
2003-10-30 14:32:00	62.77	-24.20
2003-10-30 14:33:00	72.27	-25.10
2003-10-30 14:34:00	55.57	-19.40
2003-10-30 14:35:00	66.87	-23.50
2003-10-30 14:36:00	64.67	-22.40
2003-10-30 14:37:00	78.97	-28.40
2003-10-30 14:38:00	89.17	-32.30
2003-10-30 14:39:00	95.07	-38.70
2003-10-30 14:40:00	96.87	-41.60
2003-10-30 14:41:00	85.27	-44.10
2003-10-30 14:42:00	68.47	-36.70
2003-10-30 14:43:00	80.47	-36.20
2003-10-30 14:44:00	80.87	-40.10
2003-10-30 14:45:00	87.07	-45.70
2003-10-30 14:46:00	80.27	-41.30
2003-10-30 14:47:00	77.17	-33.10
2003-10-30 14:48:00	77.67	-22.40
2003-10-30 14:49:00	78.07	-19.00
2003-10-30 14:50:00	69.37	-23.90
2003-10-30 14:51:00	69.47	-22.40
2003-10-30 14:52:00	75.37	-20.50
2003-10-30 14:53:00	97.37	-31.70
2003-10-30 14:54:00	83.77	-32.10
2003-10-30 14:55:00	91.47	-32.80
2003-10-30 14:56:00	111.87	-40.50
2003-10-30 14:57:00	90.17	-40.00
2003-10-30 14:58:00	80.87	-34.30
2003-10-30 14:59:00	83.27	-32.10
2003-10-30 15:00:00	79.87	-32.90
2003-10-30 15:01:00	76.27	-30.40
2003-10-30 15:02:00	72.87	-28.10
2003-10-30 15:03:00	69.57	-24.60
2003-10-30 15:04:00	74.57	-23.40
2003-10-30 15:05:00	71.97	-19.50
2003-10-30 15:06:00	71.67	-18.10
2003-10-30 15:07:00	77.77	-15.70
2003-10-30 15:08:00	80.67	-18.70
2003-10-30 15:09:00	85.47	-24.50
2003-10-30 15:10:00	94.07	-31.40
2003-10-30 15:11:00	87.77	-31.50
2003-10-30 15:12:00	77.57	-26.20
2003-10-30 15:13:00	72.37	-25.10
2003-10-30 15:14:00	77.07	-24.30
2003-10-30 15:15:00	69.97	-23.90
2003-10-30 15:16:00	63.17	-19.10
2003-10-30 15:17:00	62.97	-14.80
2003-10-30 15:18:00	69.47	-16.00
2003-10-30 15:19:00	62.67	-16.60
2003-10-30 15:20:00	74.67	-17.40
2003-10-30 15:21:00	79.37	-21.10
2003-10-30 15:22:00	71.77	-15.80
2003-10-30 15:23:00	73.47	-16.20
2003-10-30 15:24:00	68.47	-14.20
2003-10-30 15:25:00	74.37	-16.70
2003-10-30 15:26:00	74.57	-23.10
2003-10-30 15:27:00	79.27	-23.50
2003-10-30 15:28:00	85.47	-26.40
2003-10-30 15:29:00	80.87	-24.80
2003-10-30 15:30:00	86.57	-23.60
2003-10-30 15:31:00	81.57	-21.40
2003-10-30 15:32:00	88.37	-26.10
2003-10-30 15:33:00	57.07	-15.20
2003-10-30 15:34:00	78.57	-17.70
2003-10-30 15:35:00	74.27	-18.40
2003-10-30 15:36:00	84.07	-24.20
2003-10-30 15:37:00	85.67	-25.80
2003-10-30 15:38:00	90.07	-33.80
2003-10-30 15:39:00	85.07	-31.00
2003-10-30 15:40:00	96.67	-34.40
2003-10-30 15:41:00	86.57	-33.30
2003-10-30 15:42:00	84.87	-34.70
2003-10-30 15:43:00	83.77	-30.60
2003-10-30 15:44:00	91.67	-35.40
2003-10-30 15:45:00	81.77	-29.70
2003-10-30 15:46:00	70.47	-16.40
2003-10-30 15:47:00	71.87	-18.40
2003-10-30 15:48:00	91.37	-16.00
2003-10-30 15:49:00	108.97	-19.20
2003-10-30 15:50:00	108.47	-20.50
2003-10-30 15:51:00	116.67	-20.40
2003-10-30 15:52:00	106.07	-22.40
2003-10-30 15:53:00	99.17	-24.40
2003-10-30 15:54:00	89.27	-13.40
2003-10-30 15:55:00	80.97	-6.70
2003-10-30 15:56:00	88.77	-10.30
2003-10-30 15:57:00	82.77	-5.80
2003-10-30 15:58:00	86.57	-3.40
2003-10-30 15:59:00	99.47	-9.20
2003-10-30 16:00:00	93.57	-5.10
2003-10-30 16:01:00	95.77	-3.20
2003-10-30 16:02:00	83.17	-0.70
2003-10-30 16:03:00	81.87	3.70
2003-10-30 16:04:00	84.77	12.30
2003-10-30 16:05:00	105.37	15.10
2003-10-30 16:06:00	120.57	11.40
2003-10-30 16:07:00	123.27	3.70
2003-10-30 16:08:00	115.57	-0.60
2003-10-30 16:09:00	108.17	2.70
2003-10-30 16:10:00	102.47	4.30
2003-10-30 16:11:00	114.87	-3.30
2003-10-30 16:12:00	118.97	-8.60
2003-10-30 16:13:00	108.77	-5.10
2003-10-30 16:14:00	122.37	-13.60
2003-10-30 16:15:00	105.47	-14.60
2003-10-30 16:16:00	109.27	-14.50
2003-10-30 16:17:00	108.57	-12.70
2003-10-30 16:18:00	112.87	-13.40
2003-10-30 16:19:00	115.77	-20.40
2003-10-30 16:20:00	111.17	-19.40
2003-10-30 16:21:00	105.47	-18.20
2003-10-30 16:22:00	102.67	-14.10
2003-10-30 16:23:00	109.07	-9.00
2003-10-30 16:24:00	123.77	-17.70
2003-10-30 16:25:00	119.27	-20.70
2003-10-30 16:26:00	129.87	-21.80
2003-10-30 16:27:00	111.37	-28.10
2003-10-30 16:28:00	116.17	-30.10
2003-10-30 16:29:00	97.07	-27.40
2003-10-30 16:30:00	106.97	-28.00
2003-10-30 16:31:00	106.07	-24.50
2003-10-30 16:32:00	107.57	-32.90
2003-10-30 16:33:00	98.37	-28.90
2003-10-30 16:34:00	91.07	-27.80
2003-10-30 16:35:00	81.27	-25.50
2003-10-30 16:36:00	85.97	-22.20
2003-10-30 16:37:00	83.87	-18.70
2003-10-30 16:38:00	90.37	-19.60
2003-10-30 16:39:00	108.47	-19.20
2003-10-30 16:40:00	80.57	4.60
2003-10-30 16:41:00	109.47	-1.70
2003-10-30 16:42:00	107.17	1.90
2003-10-30 16:43:00	103.87	21.80
2003-10-30 16:44:00	126.17	28.90
2003-10-30 16:45:00	119.07	45.70
2003-10-30 16:46:00	117.97	53.90
2003-10-30 16:47:00	109.77	57.10
2003-10-30 16:48:00	116.87	70.10
2003-10-30 16:49:00	115.27	94.30
2003-10-30 16:50:00	140.77	108.00
2003-10-30 16:51:00	146.37	99.50
2003-10-30 16:52:00	163.97	89.20
2003-10-30 16:53:00	159.57	93.10
2003-10-30 16:54:00	166.37	82.70
2003-10-30 16:55:00	164.27	87.30
2003-10-30 16:56:00	156.97	92.40
2003-10-30 16:57:00	146.17	93.50
2003-10-30 16:58:00	143.77	85.40
2003-10-30 16:59:00	136.37	77.10
2003-10-30 17:00:00	125.27	76.80
2003-10-30 17:01:00	109.27	75.00
2003-10-30 17:02:00	98.07	72.80
2003-10-30 17:03:00	85.77	75.30
2003-10-30 17:04:00	82.47	66.60
2003-10-30 17:05:00	73.07	58.50
2003-10-30 17:06:00	43.57	64.00
2003-10-30 17:07:00	33.37	65.20
2003-10-30 17:08:00	20.47	75.70
2003-10-30 17:09:00	14.17	85.90
2003-10-30 17:10:00	4.87	98.90
2003-10-30 17:11:00	9.47	100.80
2003-10-30 17:12:00	21.47	101.40
2003-10-30 17:13:00	33.57	96.40
2003-10-30 17:14:00	59.77	85.20
2003-10-30 17:15:00	75.17	89.60
2003-10-30 17:16:00	93.17	98.50
2003-10-30 17:17:00	112.27	88.70
2003-10-30 17:18:00	107.67	79.50
2003-10-30 17:19:00	100.87	69.30
2003-10-30 17:20:00	93.57	61.80
2003-10-30 17:21:00	83.27	57.50
2003-10-30 17:22:00	82.27	60.40
2003-10-30 17:23:00	91.37	69.40
2003-10-30 17:24:00	107.77	66.00
2003-10-30 17:25:00	101.87	60.30
2003-10-30 17:26:00	100.97	63.50
2003-10-30 17:27:00	97.87	58.60
2003-10-30 17:28:00	93.17	67.80
2003-10-30 17:29:00	88.07	78.30
2003-10-30 17:30:00	92.27	86.50
2003-10-30 17:31:00	97.47	93.90
2003-10-30 17:32:00	113.27	101.80
2003-10-30 17:33:00	117.77	100.10
2003-10-30 17:34:00	126.77	97.20
2003-10-30 17:35:00	126.87	92.30
2003-10-30 17:36:00	134.07	93.40
2003-10-30 17:37:00	139.47	94.20
2003-10-30 17:38:00	146.77	104.40
2003-10-30 17:39:00	170.17	113.00
2003-10-30 17:40:00	175.57	111.30
2003-10-30 17:41:00	180.07	96.70
2003-10-30 17:42:00	180.37	81.40
2003-10-30 17:43:00	148.47	80.30
2003-10-30 17:44:00	120.97	84.00
2003-10-30 17:45:00	104.77	96.50
2003-10-30 17:46:00	107.77	96.70
2003-10-30 17:47:00	100.07	97.80
2003-10-30 17:48:00	99.07	78.40
2003-10-30 17:49:00	109.57	55.20
2003-10-30 17:50:00	96.47	41.10
2003-10-30 17:51:00	106.77	21.10
2003-10-30 17:52:00	113.37	10.80
2003-10-30 17:53:00	90.47	22.40
2003-10-30 17:54:00	86.57	23.20
2003-10-30 17:55:00	87.47	21.10
2003-10-30 17:56:00	79.17	16.20
2003-10-30 17:57:00	96.67	18.80
2003-10-30 17:58:00	100.67	22.40
2003-10-30 17:59:00	108.97	30.70
2003-10-30 18:00:00	120.27	19.20
2003-10-30 18:01:00	131.67	8.60
2003-10-30 18:02:00	129.57	4.60
2003-10-30 18:03:00	131.27	9.00
2003-10-30 18:04:00	123.87	10.20
2003-10-30 18:05:00	127.47	-5.40
2003-10-30 18:06:00	119.57	-6.00
2003-10-30 18:07:00	120.07	-1.10
2003-10-30 18:08:00	127.17	2.20
2003-10-30 18:09:00	129.77	-7.70
2003-10-30 18:10:00	129.97	-15.60
2003-10-30 18:11:00	126.67	-24.60
2003-10-30 18:12:00	120.47	-29.00
2003-10-30 18:13:00	128.67	-29.70
2003-10-30 18:14:00	149.47	-34.80
2003-10-30 18:15:00	168.97	-42.00
2003-10-30 18:16:00	167.77	-53.00
2003-10-30 18:17:00	160.17	-56.00
2003-10-30 18:18:00	159.67	-52.90
2003-10-30 18:19:00	173.67	-34.20
2003-10-30 18:20:00	180.57	-15.40
2003-10-30 18:21:00	183.57	-53.70
2003-10-30 18:22:00	160.47	-90.30
2003-10-30 18:23:00	129.37	-69.70
2003-10-30 18:24:00	119.07	-41.10
2003-10-30 18:25:00	121.07	-37.00
2003-10-30 18:26:00	128.37	-50.40
2003-10-30 18:27:00	118.07	-71.30
2003-10-30 18:28:00	93.07	-80.80
2003-10-30 18:29:00	79.77	-84.60
2003-10-30 18:30:00	72.57	-85.90
2003-10-30 18:31:00	66.37	-63.30
2003-10-30 18:32:00	71.17	-49.10
2003-10-30 18:33:00	84.37	-44.00
2003-10-30 18:34:00	95.67	-45.70
2003-10-30 18:35:00	95.87	-52.10
2003-10-30 18:36:00	93.07	-57.20
2003-10-30 18:37:00	83.47	-59.20
2003-10-30 18:38:00	83.57	-63.80
2003-10-30 18:39:00	84.57	-63.30
2003-10-30 18:40:00	84.67	-56.50
2003-10-30 18:41:00	84.87	-48.70
2003-10-30 18:42:00	91.17	-38.70
2003-10-30 18:43:00	101.17	-37.80
2003-10-30 18:44:00	107.77	-46.10
2003-10-30 18:45:00	114.17	-48.20
2003-10-30 18:46:00	115.57	-51.90
2003-10-30 18:47:00	116.77	-51.60
2003-10-30 18:48:00	114.77	-51.60
2003-10-30 18:49:00	116.97	-52.30
2003-10-30 18:50:00	129.87	-52.60
2003-10-30 18:51:00	133.37	-55.40
2003-10-30 18:52:00	128.77	-53.80
2003-10-30 18:53:00	129.87	-50.00
2003-10-30 18:54:00	146.67	-43.40
2003-10-30 18:55:00	150.87	-37.50
2003-10-30 18:56:00	160.77	-32.30
2003-10-30 18:57:00	155.07	-21.10
2003-10-30 18:58:00	158.57	8.00
2003-10-30 18:59:00	176.07	14.50
2003-10-30 19:00:00	181.67	27.20
2003-10-30 19:01:00	198.07	26.90
2003-10-30 19:02:00	216.77	5.70
2003-10-30 19:03:00	216.77	-5.10
2003-10-30 19:04:00	196.17	-24.20
2003-10-30 19:05:00	168.67	-31.40
2003-10-30 19:06:00	150.77	-27.20
2003-10-30 19:07:00	148.17	-30.70
2003-10-30 19:08:00	143.07	-13.90
2003-10-30 19:09:00	143.97	-5.20
2003-10-30 19:10:00	138.87	-12.40
2003-10-30 19:11:00	115.57	-0.60
2003-10-30 19:12:00	101.37	16.70
2003-10-30 19:13:00	83.27	17.00
2003-10-30 19:14:00	73.67	14.50
2003-10-30 19:15:00	92.27	14.30
2003-10-30 19:16:00	103.47	18.50
2003-10-30 19:17:00	126.87	10.20
2003-10-30 19:18:00	141.87	-8.10
2003-10-30 19:19:00	149.27	-22.70
2003-10-30 19:20:00	140.27	-56.30
2003-10-30 19:21:00	110.97	-76.00
2003-10-30 19:22:00	92.97	-44.40
2003-10-30 19:23:00	58.97	-22.90
2003-10-30 19:24:00	38.77	-17.60
2003-10-30 19:25:00	36.97	-28.40
2003-10-30 19:26:00	28.47	-43.70
2003-10-30 19:27:00	6.87	-55.50
2003-10-30 19:28:00	-26.23	-62.20
2003-10-30 19:29:00	-54.23	-69.30
2003-10-30 19:30:00	-40.13	-56.90
2003-10-30 19:31:00	-50.93	-70.40
2003-10-30 19:32:00	-75.03	-76.70
2003-10-30 19:33:00	-127.53	-70.20
2003-10-30 19:34:00	-167.63	-47.60
2003-10-30 19:35:00	-153.83	-38.40
2003-10-30 19:36:00	-136.03	-23.50
2003-10-30 19:37:00	-105.73	-11.40
2003-10-30 19:38:00	-91.23	23.70
2003-10-30 19:39:00	-69.43	62.80
2003-10-30 19:40:00	-83.43	115.80
2003-10-30 19:41:00	-124.73	106.60
2003-10-30 19:42:00	-166.83	114.70
2003-10-30 19:43:00	-177.83	133.80
2003-10-30 19:44:00	-187.73	153.30
2003-10-30 19:45:00	-185.53	145.50
2003-10-30 19:46:00	-189.73	137.10
2003-10-30 19:47:00	-162.23	157.70
2003-10-30 19:48:00	-143.13	176.60
2003-10-30 19:49:00	-188.73	200.20
2003-10-30 19:50:00	-216.13	203.90
2003-10-30 19:51:00	-248.33	228.60
2003-10-30 19:52:00	-203.73	267.80
2003-10-30 19:53:00	-135.43	257.90
2003-10-30 19:54:00	-232.03	304.30
2003-10-30 19:55:00	-329.33	434.80
2003-10-30 19:56:00	-398.73	472.40
2003-10-30 19:57:00	-264.53	484.20
2003-10-30 19:58:00	-193.23	396.70
2003-10-30 19:59:00	-355.93	424.00
2003-10-30 20:00:00	-511.63	474.10
2003-10-30 20:01:00	-525.13	468.70
2003-10-30 20:02:00	-512.33	413.10
2003-10-30 20:03:00	-662.23	414.10
2003-10-30 20:04:00	-1055.83	524.40
2003-10-30 20:05:00	-831.73	517.40
2003-10-30 20:06:00	-749.23	481.30
2003-10-30 20:07:00	-861.93	444.80
2003-10-30 20:08:00	-1067.13	520.60
2003-10-30 20:09:00	-680.53	464.10
2003-10-30 20:10:00	-874.13	454.10
2003-10-30 20:11:00	-976.93	490.50
2003-10-30 20:12:00	-585.73	391.30
2003-10-30 20:13:00	-257.83	312.40
2003-10-30 20:14:00	-112.33	225.50
2003-10-30 20:15:00	-212.83	263.10
2003-10-30 20:16:00	-152.03	292.50
2003-10-30 20:17:00	19.37	248.40
2003-10-30 20:18:00	201.97	183.80
2003-10-30 20:19:00	194.97	186.80
2003-10-30 20:20:00	239.27	174.00
2003-10-30 20:21:00	240.67	169.30
2003-10-30 20:22:00	237.77	189.50
2003-10-30 20:23:00	228.07	186.00
2003-10-30 20:24:00	137.37	196.10
2003-10-30 20:25:00	12.47	243.10
2003-10-30 20:26:00	-371.53	372.00
2003-10-30 20:27:00	-571.63	433.80
2003-10-30 20:28:00	-481.23	368.20
2003-10-30 20:29:00	-423.53	321.30
2003-10-30 20:30:00	-347.33	247.10
2003-10-30 20:31:00	-319.13	218.80
2003-10-30 20:32:00	-317.83	205.90
2003-10-30 20:33:00	-336.23	202.30
2003-10-30 20:34:00	-336.23	200.70
2003-10-30 20:35:00	-204.63	145.10
2003-10-30 20:36:00	-339.63	147.40
2003-10-30 20:37:00	-542.13	221.40
2003-10-30 20:38:00	-395.63	149.70
2003-10-30 20:39:00	-358.13	138.60
2003-10-30 20:40:00	-310.83	124.60
2003-10-30 20:41:00	-316.33	116.30
2003-10-30 20:42:00	-291.83	109.60
2003-10-30 20:43:00	-215.73	97.30
2003-10-30 20:44:00	-190.93	87.50
2003-10-30 20:45:00	-242.23	114.50
2003-10-30 20:46:00	-270.43	134.30
2003-10-30 20:47:00	-220.03	115.40
2003-10-30 20:48:00	-278.63	138.50
2003-10-30 20:49:00	-235.43	119.90
2003-10-30 20:50:00	-183.33	87.10
2003-10-30 20:51:00	-203.93	91.50
2003-10-30 20:52:00	-273.33	103.30
2003-10-30 20:53:00	-228.23	96.30
2003-10-30 20:54:00	-169.93	65.60
2003-10-30 20:55:00	-176.53	57.00
2003-10-30 20:56:00	-230.53	76.90
2003-10-30 20:57:00	-243.63	64.80
2003-10-30 20:58:00	-311.13	79.40
2003-10-30 20:59:00	-255.03	67.20
2003-10-30 21:00:00	-164.13	26.60
2003-10-30 21:01:00	-156.13	22.90
2003-10-30 21:02:00	-198.43	40.50
2003-10-30 21:03:00	-289.83	57.70
2003-10-30 21:04:00	-345.33	76.10
2003-10-30 21:05:00	-364.43	92.70
2003-10-30 21:06:00	-400.23	139.70
2003-10-30 21:07:00	-414.03	163.70
2003-10-30 21:08:00	-417.43	158.60
2003-10-30 21:09:00	-399.83	127.50
2003-10-30 21:10:00	-288.03	103.90
2003-10-30 21:11:00	-222.93	70.00
2003-10-30 21:12:00	-284.83	103.10
2003-10-30 21:13:00	-207.53	34.20
2003-10-30 21:14:00	-161.73	26.60
2003-10-30 21:15:00	-192.93	40.30
2003-10-30 21:16:00	-246.43	72.00
2003-10-30 21:17:00	-390.93	102.20
2003-10-30 21:18:00	-751.03	444.60
2003-10-30 21:19:00	-884.63	951.30
2003-10-30 21:20:00	-263.53	738.30
2003-10-30 21:21:00	103.47	531.00
2003-10-30 21:22:00	-259.43	88.30
2003-10-30 21:23:00	-861.83	-188.20
2003-10-30 21:24:00	-931.13	-412.80
2003-10-30 21:25:00	-639.53	-551.10
2003-10-30 21:26:00	-214.53	-396.00
2003-10-30 21:27:00	-170.33	-295.80
2003-10-30 21:28:00	-186.83	-274.80
2003-10-30 21:29:00	-239.03	-281.90
2003-10-30 21:30:00	-281.73	-279.20
2003-10-30 21:31:00	-386.43	-301.80
2003-10-30 21:32:00	-626.63	-306.10
2003-10-30 21:33:00	-725.23	-266.20
2003-10-30 21:34:00	-712.23	-335.60
2003-10-30 21:35:00	-762.13	-313.00
2003-10-30 21:36:00	-662.53	-251.40
2003-10-30 21:37:00	-620.33	-141.80
2003-10-30 21:38:00	-589.63	-6.10
2003-10-30 21:39:00	-579.33	63.90
2003-10-30 21:40:00	-688.83	138.00
2003-10-30 21:41:00	-694.03	144.10
2003-10-30 21:42:00	-673.23	126.50
2003-10-30 21:43:00	-667.43	132.50
2003-10-30 21:44:00	-648.83	124.10
2003-10-30 21:45:00	-595.23	121.70
2003-10-30 21:46:00	-598.63	132.50
2003-10-30 21:47:00	-563.83	107.50
2003-10-30 21:48:00	-395.23	49.70
2003-10-30 21:49:00	-350.53	32.80
2003-10-30 21:50:00	-421.13	49.70
2003-10-30 21:51:00	-416.43	42.70
2003-10-30 21:52:00	-405.73	51.40
2003-10-30 21:53:00	-381.43	57.70
2003-10-30 21:54:00	-389.43	54.30
2003-10-30 21:55:00	-376.43	63.90
2003-10-30 21:56:00	-340.93	51.00
2003-10-30 21:57:00	-420.63	71.80
2003-10-30 21:58:00	-500.53	128.60
2003-10-30 21:59:00	-741.03	158.80
2003-10-30 22:00:00	-803.03	168.20
2003-10-30 22:01:00	-694.83	196.30
2003-10-30 22:02:00	-658.63	176.30
2003-10-30 22:03:00	-619.63	167.60
2003-10-30 22:04:00	-621.03	181.40
2003-10-30 22:05:00	-700.03	206.00
2003-10-30 22:06:00	-603.03	207.30
2003-10-30 22:07:00	-577.13	200.30
2003-10-30 22:08:00	-650.63	218.60
2003-10-30 22:09:00	-665.63	252.70
2003-10-30 22:10:00	-723.13	216.60
2003-10-30 22:11:00	-801.23	258.50
2003-10-30 22:12:00	-821.33	270.10
2003-10-30 22:13:00	-817.13	260.60
2003-10-30 22:14:00	-896.63	320.70
2003-10-30 22:15:00	-917.93	325.60
2003-10-30 22:16:00	-1107.33	305.30
2003-10-30 22:17:00	-1165.13	321.30
2003-10-30 22:18:00	-1033.83	302.20
2003-10-30 22:19:00	-803.43	257.80
2003-10-30 22:20:00	-742.53	217.70
2003-10-30 22:21:00	-741.53	179.80
2003-10-30 22:22:00	-763.43	197.00
2003-10-30 22:23:00	-826.23	207.90
2003-10-30 22:24:00	-900.43	204.60
2003-10-30 22:25:00	-869.03	196.00
2003-10-30 22:26:00	-737.43	172.40
2003-10-30 22:27:00	-687.43	128.60
2003-10-30 22:28:00	-669.43	117.00
2003-10-30 22:29:00	-606.53	99.10
2003-10-30 22:30:00	-496.73	66.20
2003-10-30 22:31:00	-443.03	78.00
2003-10-30 22:32:00	-406.93	118.40
2003-10-30 22:33:00	-367.43	146.90
2003-10-30 22:34:00	-339.33	150.20
2003-10-30 22:35:00	-414.03	211.00
2003-10-30 22:36:00	-336.13	175.10
2003-10-30 22:37:00	-264.63	174.10
2003-10-30 22:38:00	-121.83	140.80
2003-10-30 22:39:00	-38.53	102.40
2003-10-30 22:40:00	4.17	93.20
2003-10-30 22:41:00	71.77	67.60
2003-10-30 22:42:00	25.97	57.10
2003-10-30 22:43:00	-40.33	70.50
2003-10-30 22:44:00	-90.83	75.10
2003-10-30 22:45:00	-120.23	93.90
2003-10-30 22:46:00	-171.03	118.20
2003-10-30 22:47:00	-228.33	122.50
2003-10-30 22:48:00	-203.53	124.20
2003-10-30 22:49:00	-151.13	131.00
2003-10-30 22:50:00	-120.63	128.30
2003-10-30 22:51:00	-83.23	116.30
2003-10-30 22:52:00	-55.73	109.80
2003-10-30 22:53:00	-58.83	87.10
2003-10-30 22:54:00	-52.13	78.80
2003-10-30 22:55:00	-17.43	62.90
2003-10-30 22:56:00	-11.23	43.40
2003-10-30 22:57:00	-30.83	31.20
2003-10-30 22:58:00	-46.33	27.80
2003-10-30 22:59:00	-27.93	31.20
2003-10-30 23:00:00	-28.23	29.20
2003-10-30 23:01:00	-71.73	34.00
2003-10-30 23:02:00	-114.03	48.60
2003-10-30 23:03:00	-126.33	51.00
2003-10-30 23:04:00	-52.93	34.20
2003-10-30 23:05:00	-48.53	42.90
2003-10-30 23:06:00	-27.73	33.90
2003-10-30 23:07:00	-38.23	30.60
2003-10-30 23:08:00	-67.73	44.80
2003-10-30 23:09:00	-98.63	82.50
2003-10-30 23:10:00	-112.33	107.40
2003-10-30 23:11:00	-122.93	100.70
2003-10-30 23:12:00	-179.73	112.20
2003-10-30 23:13:00	-234.73	130.00
2003-10-30 23:14:00	-275.83	120.50
2003-10-30 23:15:00	-315.43	128.20
2003-10-30 23:16:00	-344.03	152.90
2003-10-30 23:17:00	-303.33	144.80
2003-10-30 23:18:00	-223.83	112.20
2003-10-30 23:19:00	-153.73	84.90
2003-10-30 23:20:00	-128.23	72.30
2003-10-30 23:21:00	-124.63	68.00
2003-10-30 23:22:00	-61.93	52.10
2003-10-30 23:23:00	-52.83	40.60
2003-10-30 23:24:00	-36.73	19.50
2003-10-30 23:25:00	-28.33	5.40
2003-10-30 23:26:00	-31.93	12.30
2003-10-30 23:27:00	-50.33	26.70
2003-10-30 23:28:00	-61.13	40.80
2003-10-30 23:29:00	-57.33	47.10
2003-10-30 23:30:00	-49.73	61.60
2003-10-30 23:31:00	-48.93	63.40
2003-10-30 23:32:00	-79.83	70.80
2003-10-30 23:33:00	-145.43	92.40
2003-10-30 23:34:00	-251.03	129.30
2003-10-30 23:35:00	-285.93	131.50
2003-10-30 23:36:00	-242.33	114.30
2003-10-30 23:37:00	-197.33	100.30
2003-10-30 23:38:00	-141.03	63.90
2003-10-30 23:39:00	-115.13	41.70
2003-10-30 23:40:00	-127.73	46.20
2003-10-30 23:41:00	-147.03	45.70
2003-10-30 23:42:00	-201.83	59.40
2003-10-30 23:43:00	-307.23	97.70
2003-10-30 23:44:00	-280.33	101.60
2003-10-30 23:45:00	-253.23	98.30
2003-10-30 23:46:00	-284.93	113.40
2003-10-30 23:47:00	-333.23	131.00
2003-10-30 23:48:00	-353.73	126.80
2003-10-30 23:49:00	-317.33	113.20
2003-10-30 23:50:00	-293.63	101.80
2003-10-30 23:51:00	-278.93	118.60
2003-10-30 23:52:00	-249.23	115.00
2003-10-30 23:53:00	-246.33	121.90
2003-10-30 23:54:00	-205.53	122.40
2003-10-30 23:55:00	-170.63	109.20
2003-10-30 23:56:00	-197.13	109.30
2003-10-30 23:57:00	-128.23	87.20
2003-10-30 23:58:00	-147.93	87.20
2003-10-30 23:59:00	-178.73	97.20
2003-10-31 00:00:00	-241.33	114.30
2003-10-31 00:01:00	-303.33	148.40
2003-10-31 00:02:00	-298.43	148.80
2003-10-31 00:03:00	-254.43	142.80
2003-10-31 00:04:00	-236.33	145.50
2003-10-31 00:05:00	-229.53	136.40
2003-10-31 00:06:00	-225.93	132.60
2003-10-31 00:07:00	-191.93	130.60
2003-10-31 00:08:00	-182.73	120.60
2003-10-31 00:09:00	-185.13	114.70
2003-10-31 00:10:00	-186.33	109.60
2003-10-31 00:11:00	-222.83	100.00
2003-10-31 00:12:00	-275.53	110.30
2003-10-31 00:13:00	-298.33	115.30
2003-10-31 00:14:00	-311.03	95.90
2003-10-31 00:15:00	-341.93	120.00
2003-10-31 00:16:00	-375.63	118.20
2003-10-31 00:17:00	-428.03	140.20
2003-10-31 00:18:00	-490.03	118.20
2003-10-31 00:19:00	-559.43	130.30
2003-10-31 00:20:00	-711.53	104.30
2003-10-31 00:21:00	-803.93	88.70
2003-10-31 00:22:00	-921.83	76.10
2003-10-31 00:23:00	-1013.03	58.30
2003-10-31 00:24:00	-1278.83	114.70
2003-10-31 00:25:00	-1581.23	190.10
2003-10-31 00:26:00	-1642.93	201.30
2003-10-31 00:27:00	-1668.03	213.60
2003-10-31 00:28:00	-1671.13	154.90
2003-10-31 00:29:00	-1708.83	209.40
2003-10-31 00:30:00	-1577.53	238.30
2003-10-31 00:31:00	-1435.73	430.50
2003-10-31 00:32:00	-1314.93	425.60
2003-10-31 00:33:00	-1169.73	280.00
2003-10-31 00:34:00	-1139.23	187.50
2003-10-31 00:35:00	-1019.23	200.30
2003-10-31 00:36:00	-985.13	261.70
2003-10-31 00:37:00	-905.93	240.30
2003-10-31 00:38:00	-817.53	236.00
2003-10-31 00:39:00	-692.23	202.40
2003-10-31 00:40:00	-591.63	207.80
2003-10-31 00:41:00	-591.73	202.90
2003-10-31 00:42:00	-535.63	83.00
2003-10-31 00:43:00	-462.13	48.00
2003-10-31 00:44:00	-460.83	15.70
2003-10-31 00:45:00	-503.53	-101.00
